0.000000,10320,0.000001
0.002104,10320,2104.000000
0.003134,10320,1030.000000
0.004210,10320,1076.000000
0.005232,10320,1022.000000
0.007349,10320,2117.000000
0.008415,10320,1066.000000
0.009473,10320,1058.000000
0.011545,10320,2072.000000
0.012604,10320,1059.000000
0.013657,10320,1053.000000
0.014733,10320,1076.000000
0.015809,10320,1076.000000
0.017893,10320,2084.000000
0.018954,10320,1061.000000
0.020000,10320,1046.000000
0.022096,10320,2096.000000
0.023153,10320,1057.000000
0.024193,10320,1040.000000
0.026263,10320,2070.000000
0.027324,10320,1061.000000
0.028384,10320,1060.000000
0.029448,10320,1064.000000
0.030528,10320,1080.000000
0.032594,10320,2066.000000
0.033666,10320,1072.000000
0.034743,10320,1077.000000
0.036799,10320,2056.000000
0.037852,10320,1053.000000
0.038937,10320,1085.000000
0.039991,10320,1054.000000
0.042048,10320,2057.000000
0.043020,10320,972.000000
0.044151,10320,1131.000000
0.046166,10320,2015.000000
0.047277,10320,1111.000000
0.048373,10320,1096.000000
0.049421,10320,1048.000000
0.051505,10320,2084.000000
0.052552,10320,1047.000000
0.053649,10320,1097.000000
0.054708,10320,1059.000000
0.056762,10320,2054.000000
0.057837,10320,1075.000000
0.058910,10320,1073.000000
0.059969,10320,1059.000000
0.062033,10320,2064.000000
0.063070,10320,1037.000000
0.064143,10320,1073.000000
0.066219,10320,2076.000000
0.067277,10320,1058.000000
0.068358,10320,1081.000000
0.069423,10320,1065.000000
0.071465,10320,2042.000000
0.072570,10320,1105.000000
0.073629,10320,1059.000000
0.075732,10320,2103.000000
0.076776,10320,1044.000000
0.077828,10320,1052.000000
0.078889,10320,1061.000000
0.081027,10320,2138.000000
0.082175,10320,1148.000000
0.083093,10320,918.000000
0.084126,10320,1033.000000
0.086191,10320,2065.000000
0.087158,10320,967.000000
0.088317,10320,1159.000000
0.090375,10320,2058.000000
0.091415,10320,1040.000000
0.092485,10320,1070.000000
0.093531,10320,1046.000000
0.095668,10320,2137.000000
0.096687,10320,1019.000000
0.097765,10320,1078.000000
0.099845,10320,2080.000000
0.100951,10320,1106.000000
0.102001,10320,1050.000000
0.103033,10320,1032.000000
0.105177,10320,2144.000000
0.106330,10320,1153.000000
0.107242,10320,912.000000
0.108311,10320,1069.000000
0.110495,10320,2184.000000
0.111431,10320,936.000000
0.112550,10320,1119.000000
0.113580,10320,1030.000000
0.115676,10320,2096.000000
0.116732,10320,1056.000000
0.117803,10320,1071.000000
0.119892,10320,2089.000000
0.120943,10320,1051.000000
0.121996,10320,1053.000000
0.123068,10320,1072.000000
0.125275,10320,2207.000000
0.126248,10320,973.000000
0.127214,10320,966.000000
0.128457,10320,1243.000000
0.130546,10320,2089.000000
0.131432,10320,886.000000
0.132556,10320,1124.000000
0.134708,10320,2152.000000
0.135750,10320,1042.000000
0.136675,10320,925.000000
0.137798,10320,1123.000000
