0.000000,11536,0.000001
0.000038,11536,0.000038
0.000054,11536,0.000016
0.000068,11536,0.000014
0.000081,11536,0.000013
0.000094,11536,0.000013
0.000105,11536,0.000011
0.000116,11536,0.000011
0.000127,11536,0.000011
0.000138,11536,0.000011
0.000149,11536,0.000011
0.000160,11536,0.000011
0.000170,11536,0.000010
0.000181,11536,0.000011
0.000192,11536,0.000011
0.000202,11536,0.000010
0.000212,11536,0.000010
0.000223,11536,0.000011
0.000234,11536,0.000011
0.000246,11536,0.000012
0.000258,11536,0.000012
0.000270,11536,0.000012
0.000289,11536,0.000019
0.000301,11536,0.000012
0.000312,11536,0.000011
0.000324,11536,0.000012
0.000337,11536,0.000013
0.000349,8392,0.000012
0.102128,11536,0.101779
0.102171,11536,0.000043
0.102188,11536,0.000017
0.102202,11536,0.000014
0.102214,11536,0.000012
0.102227,11536,0.000013
0.102238,11536,0.000011
0.102251,11536,0.000013
0.102263,11536,0.000012
0.102276,11536,0.000013
0.102289,11536,0.000013
0.102303,11536,0.000014
0.102316,11536,0.000013
0.102329,11536,0.000013
0.102343,11536,0.000014
0.102357,11536,0.000014
0.102370,11536,0.000013
0.102383,11536,0.000013
0.102397,11536,0.000014
0.102418,11536,0.000021
0.102434,11536,0.000016
0.102447,11536,0.000013
0.102458,11536,0.000011
0.102471,11536,0.000013
0.102485,11536,0.000014
0.102499,11536,0.000014
0.102513,11536,0.000014
0.102527,11376,0.000014
0.210200,11536,0.107673
0.210247,11536,0.000047
0.210269,11536,0.000022
0.210286,11536,0.000017
0.210301,11536,0.000015
0.210316,11536,0.000015
0.210330,11536,0.000014
0.210343,11536,0.000013
0.210357,11536,0.000014
0.210371,11536,0.000014
0.210385,11536,0.000014
0.210402,11536,0.000017
0.210419,11536,0.000017
0.210434,11536,0.000015
0.210451,11536,0.000017
0.210467,11536,0.000016
0.210482,11536,0.000015
0.210507,11536,0.000025
0.210523,11536,0.000016
0.210540,11536,0.000017
0.210556,11536,0.000016
0.210572,11536,0.000016
0.210588,11536,0.000016
0.210604,11536,0.000016
0.210620,11536,0.000016
0.210637,11536,0.000017
0.210653,11536,0.000016
0.210669,7552,0.000016
0.316647,11536,0.105978
0.316692,11536,0.000045
0.316712,11536,0.000020
0.316729,11536,0.000017
0.316743,11536,0.000014
0.316758,11536,0.000015
0.316772,11536,0.000014
0.316826,11536,0.000054
0.316842,11536,0.000016
0.316857,11536,0.000015
0.316871,11536,0.000014
0.316886,11536,0.000015
0.316902,11536,0.000016
0.316917,11536,0.000015
0.317113,11536,0.000196
0.317130,11536,0.000017
0.317144,11536,0.000014
0.317157,11536,0.000013
0.317170,11536,0.000013
0.317184,11536,0.000014
0.317197,11536,0.000013
0.317210,11536,0.000013
0.317223,11536,0.000013
